400,0,0,0.347137
404,0,0,0.474225
408,0,0,0.532956
412,0,0,0.585549
416,0,0,0.655199
420,0,0,0.726072
424,0,0,0.790442
428,0,0,0.854796
432,0,0,0.908745
436,0,0,0.948037
440,0,0,0.974556
444,0,0,0.990018
448,0,0,0.997554
452,0,0,0.996749
456,0,0,0.985554
460,0,0,0.960285
464,0,0,0.922413
468,0,0,0.864985
472,0,0,0.789007
476,0,0.001906,0.695099
480,0,0.009532,0.583494
484,0,0.035797,0.458736
488,0,0.067542,0.335376
492,0,0.107628,0.221388
496,0,0.158463,0.122534
500,0,0.222007,0.042363
504,0,0.285552,0.011862
508,0,0.34298,0.001695
512,0,0.391856,0
516,0,0.429707,0
520,0,0.454023,0
524,0,0.466584,0
528,0,0.466785,0
532,0,0.458545,0
536,0,0.443824,0
540,0,0.422622,0
544,0,0.396547,0
548,0.008896,0.366645,0
552,0.033604,0.332829,0
556,0.07243,0.293272,0
560,0.115068,0.244407,0
564,0.159888,0.185756,0
568,0.198576,0.126691,0
572,0.232783,0.077317,0
576,0.260891,0.040456,0
580,0.278006,0.01165,0
584,0.286161,0.00233,0
588,0.285753,0,0
592,0.278414,0,0
596,0.265779,0,0
600,0.24949,0,0
604,0.226678,0,0
608,0.204485,0,0
612,0.181673,0,0
616,0.159263,0,0
620,0.140539,0,0
624,0.123424,0,0
628,0.108263,0,0
632,0.09512,0,0
636,0.083741,0,0
640,0.073552,0,0
644,0.065694,0,0
648,0.059615,0,0
652,0.055305,0,0
656,0.051894,0,0
660,0.047658,0,0
664,0.04088,0,0
668,0.034102,0,0
672,0.027324,0,0
676,0.020546,0,0
680,0.013768,0,0
684,0.007837,0,0
688,0.002542,0,0
692,0,0,0
696,0,0,0
700,0,0,0
